id_venda;id_cliente;id_produto;data_venda;quantidade;;;forma_pagamento
VEN000638;CLI000036;PROD020;22/10/25;3; 399.90; 1199.70;Cartão de Crédito
VEN000639;CLI000117;PROD016;23/10/25;3; 89.90; 269.70;Cartão de Crédito
VEN000640;CLI000121;PROD026;24/10/25;1; 1499.00; 1499.00;PIX
VEN000641;CLI000035;PROD023;25/10/25;3; 179.90; 539.70;Cartão de Crédito
VEN000642;CLI000019;PROD017;26/10/25;2; 249.90; 499.80;PIX
VEN000643;CLI000261;PROD022;27/10/25;3; 219.90; 659.70;PIX
VEN000644;CLI000199;PROD007;28/10/25;1; 4999.00; 4999.00;Cartão de Débito
VEN000645;CLI000183;PROD019;29/10/25;1; 199.00; 199.00;PIX
VEN000646;CLI000011;PROD001;30/10/25;1; 3499.90; 3499.90;Cartão de Débito
VEN000647;CLI000021;PROD027;31/10/25;3; 699.90; 2099.70;Cartão de Crédito
VEN000648;CLI000269;PROD026;1/11/25;2; 1499.00; 2998.00;PIX
VEN000649;CLI000210;PROD014;2/11/25;2; 2499.00; 4998.00;Cartão de Crédito
VEN000650;CLI000252;PROD026;3/11/25;2; 1499.00; 2998.00;Cartão de Crédito
VEN000651;CLI000099;PROD021;4/11/25;1; 59.90; 59.90;PIX
VEN000652;CLI000039;PROD019;5/11/25;3; 199.00; 597.00;PIX
VEN000653;CLI000125;PROD011;6/11/25;1; 799.90; 799.90;Cartão de Crédito
VEN000654;CLI000050;PROD027;7/11/25;1; 699.90; 699.90;PIX
VEN000655;CLI000135;PROD029;8/11/25;3; 349.00; 1047.00;PIX
VEN000656;CLI000031;PROD023;9/11/25;1; 179.90; 179.90;Cartão de Crédito
VEN000657;CLI000144;PROD017;10/11/25;2; 249.90; 499.80;Cartão de Crédito
VEN000658;CLI000138;PROD019;11/11/25;1; 199.00; 199.00;Cartão de Crédito
VEN000659;CLI000025;PROD027;12/11/25;2; 699.90; 1399.80;PIX
VEN000660;CLI000010;PROD025;13/11/25;2; 239.90; 479.80;PIX
VEN000661;CLI000067;PROD005;14/11/25;3; 4899.00; 14697.00;Dinheiro Em Espécie
VEN000662;CLI000009;PROD023;15/11/25;3; 179.90; 539.70;Cartão de Crédito
VEN000663;CLI000026;PROD011;16/11/25;1; 799.90; 799.90;PIX
VEN000664;CLI000112;PROD028;17/11/25;1; 189.90; 189.90;PIX
VEN000665;CLI000134;PROD005;18/11/25;3; 4899.00; 14697.00;PIX
VEN000666;CLI000059;PROD027;19/11/25;1; 699.90; 699.90;PIX
VEN000667;CLI000177;PROD024;20/11/25;3; 279.90; 839.70;Cartão de Crédito
VEN000668;CLI000133;PROD008;21/11/25;3; 1299.00; 3897.00;Dinheiro Em Espécie
VEN000669;CLI000048;PROD004;22/11/25;1; 2899.90; 2899.90;Cartão de Crédito
VEN000670;CLI000128;PROD006;23/11/25;2; 1799.90; 3599.80;PIX
VEN000671;CLI000260;PROD015;24/11/25;3; 1349.90; 4049.70;PIX
VEN000672;CLI000105;PROD008;25/11/25;3; 1299.00; 3897.00;Cartão de Débito
VEN000673;CLI000141;PROD001;26/11/25;3; 3499.90; 10499.70;Cartão de Crédito
VEN000674;CLI000240;PROD013;27/11/25;1; 1099.90; 1099.90;Cartão de Crédito
VEN000675;CLI000280;PROD006;28/11/25;1; 1799.90; 1799.90;PIX
VEN000676;CLI000193;PROD008;29/11/25;2; 1299.00; 2598.00;PIX
VEN000677;CLI000126;PROD016;30/11/25;1; 89.90; 89.90;PIX
VEN000678;CLI000171;PROD013;1/12/25;2; 1099.90; 2199.80;Cartão de Débito
VEN000679;CLI000291;PROD016;2/12/25;2; 89.90; 179.80;PIX
VEN000680;CLI000197;PROD019;3/12/25;1; 199.00; 199.00;Cartão de Crédito
VEN000681;CLI000002;PROD011;4/12/25;3; 799.90; 2399.70;Cartão de Débito
VEN000682;CLI000257;PROD030;5/12/25;3; 1199.00; 3597.00;PIX
VEN000683;CLI000019;PROD008;6/12/25;1; 1299.00; 1299.00;Cartão de Débito
VEN000684;CLI000021;PROD019;7/12/25;2; 199.00; 398.00;PIX
VEN000685;CLI000142;PROD024;8/12/25;1; 279.90; 279.90;PIX
VEN000686;CLI000077;PROD029;9/12/25;3; 349.00; 1047.00;Cartão de Crédito
VEN000687;CLI000229;PROD024;10/12/25;2; 279.90; 559.80;Cartão de Crédito
VEN000688;CLI000205;PROD012;11/12/25;1; 1199.00; 1199.00;Cartão de Débito
VEN000689;CLI000228;PROD006;12/12/25;2; 1799.90; 3599.80;PIX
VEN000690;CLI000154;PROD014;13/12/25;1; 2499.00; 2499.00;PIX
VEN000691;CLI000179;PROD006;14/12/25;1; 1799.90; 1799.90;PIX
VEN000692;CLI000174;PROD013;15/12/25;2; 1099.90; 2199.80;Cartão de Débito
VEN000693;CLI000116;PROD005;16/12/25;1; 4899.00; 4899.00;PIX
VEN000694;CLI000287;PROD027;17/12/25;3; 699.90; 2099.70;Cartão de Crédito
VEN000695;CLI000108;PROD021;18/12/25;1; 59.90; 59.90;Cartão de Crédito
VEN000696;CLI000137;PROD009;19/12/25;3; 2299.90; 6899.70;PIX
VEN000697;CLI000045;PROD019;20/12/25;2; 199.00; 398.00;Cartão de Débito
VEN000698;CLI000238;PROD026;21/12/25;1; 1499.00; 1499.00;PIX
VEN000699;CLI000239;PROD026;22/12/25;2; 1499.00; 2998.00;PIX
VEN000700;CLI000173;PROD023;23/12/25;1; 179.90; 179.90;PIX
VEN000701;CLI000273;PROD022;24/12/25;1; 219.90; 219.90;Dinheiro Em Espécie
VEN000702;CLI000131;PROD026;25/12/25;3; 1499.00; 4497.00;PIX
VEN000703;CLI000266;PROD006;26/12/25;1; 1799.90; 1799.90;Cartão de Crédito
VEN000704;CLI000041;PROD025;27/12/25;3; 239.90; 719.70;Cartão de Débito
VEN000705;CLI000007;PROD016;28/12/25;1; 89.90; 89.90;Cartão de Crédito
VEN000706;CLI000114;PROD005;29/12/25;3; 4899.00; 14697.00;PIX
VEN000707;CLI000094;PROD016;30/12/25;1; 89.90; 89.90;Cartão de Crédito
VEN000708;CLI000194;PROD009;31/12/25;2; 2299.90; 4599.80;Cartão de Débito
VEN000709;CLI000238;PROD016;1/1/26;2; 89.90; 179.80;Cartão de Débito
VEN000710;CLI000032;PROD024;2/1/26;1; 279.90; 279.90;Dinheiro Em Espécie
VEN000711;CLI000259;PROD022;3/1/26;1; 219.90; 219.90;Cartão de Crédito
VEN000712;CLI000290;PROD004;4/1/26;3; 2899.90; 8699.70;PIX
VEN000713;CLI000238;PROD024;5/1/26;1; 279.90; 279.90;Cartão de Crédito
VEN000714;CLI000073;PROD021;6/1/26;3; 59.90; 179.70;Dinheiro Em Espécie
VEN000715;CLI000048;PROD016;7/1/26;3; 89.90; 269.70;Cartão de Crédito
VEN000716;CLI000067;PROD013;8/1/26;1; 1099.90; 1099.90;Cartão de Débito
VEN000717;CLI000283;PROD027;9/1/26;1; 699.90; 699.90;Cartão de Crédito
VEN000718;CLI000082;PROD019;10/1/26;1; 199.00; 199.00;PIX
VEN000719;CLI000052;PROD002;11/1/26;2; 4299.00; 8598.00;Cartão de Débito
VEN000720;CLI000293;PROD019;12/1/26;2; 199.00; 398.00;Cartão de Crédito
VEN000721;CLI000258;PROD005;13/1/26;2; 4899.00; 9798.00;Dinheiro Em Espécie
VEN000722;CLI000175;PROD029;14/1/26;1; 349.00; 349.00;Cartão de Crédito
VEN000723;CLI000112;PROD025;15/1/26;2; 239.90; 479.80;Cartão de Débito
VEN000724;CLI000090;PROD019;16/1/26;1; 199.00; 199.00;PIX
VEN000725;CLI000176;PROD008;17/1/26;3; 1299.00; 3897.00;PIX
VEN000726;CLI000155;PROD003;18/1/26;1; 7999.00; 7999.00;Cartão de Crédito
VEN000727;CLI000272;PROD016;19/1/26;1; 89.90; 89.90;Cartão de Crédito
VEN000728;CLI000101;PROD013;20/1/26;1; 1099.90; 1099.90;PIX
VEN000729;CLI000151;PROD029;21/1/26;2; 349.00; 698.00;Cartão de Crédito
VEN000730;CLI000272;PROD015;22/1/26;2; 1349.90; 2699.80;Cartão de Débito
VEN000731;CLI000264;PROD009;23/1/26;1; 2299.90; 2299.90;Dinheiro Em Espécie
VEN000732;CLI000007;PROD023;24/1/26;2; 179.90; 359.80;Cartão de Crédito
VEN000733;CLI000042;PROD022;25/1/26;1; 219.90; 219.90;Dinheiro Em Espécie
VEN000734;CLI000081;PROD008;26/1/26;1; 1299.00; 1299.00;PIX
VEN000735;CLI000098;PROD014;27/1/26;3; 2499.00; 7497.00;Cartão de Crédito
VEN000736;CLI000013;PROD003;28/1/26;1; 7999.00; 7999.00;PIX
VEN000737;CLI000123;PROD025;29/1/26;3; 239.90; 719.70;Cartão de Débito
VEN000738;CLI000272;PROD018;30/1/26;3; 139.90; 419.70;PIX
VEN000739;CLI000088;PROD010;31/1/26;3; 6499.00; 19497.00;PIX
VEN000740;CLI000036;PROD020;1/2/26;3; 399.90; 1199.70;Cartão de Crédito
VEN000741;CLI000191;PROD012;2/2/26;1; 1199.00; 1199.00;Cartão de Crédito
VEN000742;CLI000043;PROD021;3/2/26;3; 59.90; 179.70;Dinheiro Em Espécie
VEN000743;CLI000300;PROD026;4/2/26;3; 1499.00; 4497.00;Cartão de Crédito
VEN000744;CLI000025;PROD017;5/2/26;3; 249.90; 749.70;Cartão de Crédito
VEN000745;CLI000207;PROD005;6/2/26;2; 4899.00; 9798.00;PIX
VEN000746;CLI000235;PROD017;7/2/26;3; 249.90; 749.70;Cartão de Débito
VEN000747;CLI000065;PROD002;8/2/26;1; 4299.00; 4299.00;Cartão de Débito
VEN000748;CLI000188;PROD007;9/2/26;2; 4999.00; 9998.00;Cartão de Crédito
VEN000749;CLI000170;PROD028;10/2/26;3; 189.90; 569.70;Dinheiro Em Espécie
VEN000750;CLI000057;PROD004;11/2/26;1; 2899.90; 2899.90;Cartão de Débito
VEN000751;CLI000170;PROD025;12/2/26;2; 239.90; 479.80;Cartão de Crédito
VEN000752;CLI000047;PROD002;13/2/26;1; 4299.00; 4299.00;PIX
VEN000753;CLI000082;PROD026;14/2/26;2; 1499.00; 2998.00;Dinheiro Em Espécie
VEN000754;CLI000174;PROD022;15/2/26;2; 219.90; 439.80;PIX
VEN000755;CLI000296;PROD023;16/2/26;2; 179.90; 359.80;Cartão de Crédito
VEN000756;CLI000164;PROD023;17/2/26;1; 179.90; 179.90;Cartão de Crédito
VEN000757;CLI000195;PROD012;18/2/26;1; 1199.00; 1199.00;Cartão de Crédito
VEN000758;CLI000142;PROD022;19/2/26;2; 219.90; 439.80;PIX
VEN000759;CLI000011;PROD024;20/2/26;2; 279.90; 559.80;Cartão de Crédito
VEN000760;CLI000215;PROD024;21/2/26;1; 279.90; 279.90;PIX
VEN000761;CLI000019;PROD003;22/2/26;1; 7999.00; 7999.00;Cartão de Crédito
VEN000762;CLI000144;PROD007;23/2/26;2; 4999.00; 9998.00;PIX
VEN000763;CLI000294;PROD030;24/2/26;2; 1199.00; 2398.00;Cartão de Crédito
VEN000764;CLI000006;PROD009;25/2/26;3; 2299.90; 6899.70;Cartão de Débito
VEN000765;CLI000187;PROD003;26/2/26;2; 7999.00; 15998.00;PIX
VEN000766;CLI000266;PROD005;27/2/26;1; 4899.00; 4899.00;PIX
VEN000767;CLI000200;PROD030;28/2/26;3; 1199.00; 3597.00;Cartão de Crédito
VEN000768;CLI000187;PROD010;1/3/26;1; 6499.00; 6499.00;PIX
VEN000769;CLI000029;PROD009;2/3/26;2; 2299.90; 4599.80;PIX
VEN000770;CLI000063;PROD003;3/3/26;1; 7999.00; 7999.00;PIX
VEN000771;CLI000062;PROD012;4/3/26;2; 1199.00; 2398.00;PIX
VEN000772;CLI000068;PROD011;5/3/26;1; 799.90; 799.90;Dinheiro Em Espécie
VEN000773;CLI000176;PROD013;6/3/26;1; 1099.90; 1099.90;PIX
VEN000774;CLI000244;PROD009;7/3/26;3; 2299.90; 6899.70;PIX
VEN000775;CLI000094;PROD013;8/3/26;1; 1099.90; 1099.90;Cartão de Débito
VEN000776;CLI000294;PROD016;9/3/26;3; 89.90; 269.70;Cartão de Débito
VEN000777;CLI000274;PROD018;10/3/26;2; 139.90; 279.80;Cartão de Débito
VEN000778;CLI000010;PROD003;11/3/26;2; 7999.00; 15998.00;Dinheiro Em Espécie
VEN000779;CLI000298;PROD020;12/3/26;2; 399.90; 799.80;PIX
VEN000780;CLI000134;PROD027;13/3/26;1; 699.90; 699.90;Cartão de Crédito
VEN000781;CLI000109;PROD015;14/3/26;1; 1349.90; 1349.90;PIX
VEN000782;CLI000097;PROD023;15/3/26;3; 179.90; 539.70;PIX
VEN000783;CLI000115;PROD027;16/3/26;2; 699.90; 1399.80;Cartão de Débito
VEN000784;CLI000247;PROD025;17/3/26;1; 239.90; 239.90;Cartão de Crédito
VEN000785;CLI000289;PROD026;18/3/26;3; 1499.00; 4497.00;Cartão de Débito
VEN000786;CLI000227;PROD006;19/3/26;1; 1799.90; 1799.90;Cartão de Débito
VEN000787;CLI000044;PROD030;20/3/26;1; 1199.00; 1199.00;PIX
VEN000788;CLI000082;PROD010;21/3/26;1; 6499.00; 6499.00;Cartão de Débito
VEN000789;CLI000236;PROD017;22/3/26;3; 249.90; 749.70;Cartão de Crédito
VEN000790;CLI000237;PROD023;23/3/26;1; 179.90; 179.90;Cartão de Crédito
VEN000791;CLI000102;PROD028;24/3/26;1; 189.90; 189.90;Cartão de Crédito
VEN000792;CLI000203;PROD010;25/3/26;1; 6499.00; 6499.00;Cartão de Crédito
VEN000793;CLI000018;PROD028;26/3/26;1; 189.90; 189.90;PIX
VEN000794;CLI000003;PROD024;27/3/26;3; 279.90; 839.70;Cartão de Crédito
VEN000795;CLI000041;PROD013;28/3/26;1; 1099.90; 1099.90;Cartão de Débito
VEN000796;CLI000288;PROD013;29/3/26;1; 1099.90; 1099.90;PIX
VEN000797;CLI000284;PROD025;30/3/26;1; 239.90; 239.90;PIX
VEN000798;CLI000047;PROD027;31/3/26;2; 699.90; 1399.80;PIX
VEN000799;CLI000002;PROD022;1/4/26;1; 219.90; 219.90;Cartão de Crédito
VEN000800;CLI000035;PROD008;2/4/26;1; 1299.00; 1299.00;Cartão de Débito
